victim,gender,race,date,city,state,county,death,charges,mental_illness,weapon,weapon_type,threat,fleeing
48,Male,Hispanic,5/26/2013,New Rochelle,NY,Westchester,Gunshot,No known charges,Yes,Allegedly Armed,knife,,
32,Male,White,5/26/2013,Upper Darby,PA,Delaware,Gunshot,No known charges,No,Allegedly Armed,gun,,
36,Male,White,5/26/2013,Salida,CO,Chaffee,Gunshot,No known charges,No,Allegedly Armed,gun,,
21,Male,Black,5/25/2013,Columbia,SC,Richland,Gunshot,No known charges,Unknown,Allegedly Armed,gun,,
26,Male,Black,5/25/2013,Mt. Morris Township,MI,Genesee,Gunshot,No known charges,No,Unclear,undetermined,,
23,Male,Unknown race,5/25/2013,Philadelphia,PA,Philadelphia,Gunshot,No known charges,Unknown,Allegedly Armed,knife,,
39,Male,White,5/25/2013,Washington Terrace,UT,Weber,Gunshot,No known charges,Yes,Allegedly Armed,gun,,
42,Male,White,5/25/2013,Sacramento,CA,Sacramento,Beaten,No known charges,Unknown,Unclear,undetermined,,
47,Male,Hispanic,5/24/2013,San Diego,CA,San Diego,Gunshot,No known charges,No,Vehicle,vehicle,,
49,Male,Unknown race,5/24/2013,Worden,MT,Yellowstone,Gunshot,No known charges,No,Allegedly Armed,gun,,
75,Male,White,5/24/2013,Ridgefield,CT,Fairfield,Gunshot,No known charges,Unknown,Allegedly Armed,gun,,
30,Male,White,5/24/2013,Seattle,WA,King,Gunshot,No known charges,Drug or alcohol use,Unarmed/Did Not Have an Actual Weapon,no object,,
42,Male,White,5/24/2013,Sacramento,CA,Sacramento,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,,
27,Male,Black,5/23/2013,Compton,CA,Los Angeles,Gunshot,No known charges,No,Allegedly Armed,gun,,
43,Male,Black,5/23/2013,Toledo,OH,Lucas,Gunshot,No known charges,No,Allegedly Armed,gun,,
28,Male,Unknown race,5/23/2013,New York,NY,Kings,Gunshot,No known charges,Yes,Allegedly Armed,knife,,
58,Male,Unknown race,5/23/2013,Sutton-Alpine,AK,Matanuska-Susitna,Gunshot,No known charges,No,Allegedly Armed,gun,,
22,Male,Black,5/22/2013,Alexandria,VA,Alexandria City,Gunshot,"Charged, Convicted, Sentenced to 6 years",Unknown,Unarmed/Did Not Have an Actual Weapon,no object,,
35,Male,Black,5/22/2013,Philadelphia,PA,Philadelphia,Gunshot,No known charges,No,Allegedly Armed,gun,,
Unknown,Male,Unknown race,5/22/2013,Philadelphia,PA,Philadelphia,Gunshot,No known charges,No,Allegedly Armed,gun,,
27,Male,White,5/22/2013,Orlando,FL,Orange,Gunshot,No known charges,Unknown,Allegedly Armed,blunt object,,
18,Male,Hispanic,5/21/2013,Los Angeles,CA,Los Angeles,Gunshot,No known charges,No,Allegedly Armed,gun,,
22,Male,Black,5/20/2013,Norfolk,VA,Norfolk City,Gunshot,No known charges,No,Vehicle,vehicle,,
26,Male,Black,5/20/2013,Williamsburg,VA,James City,Gunshot,No known charges,Unknown,Vehicle,vehicle,,
28,Male,Hispanic,5/20/2013,Longview,TX,Gregg,Gunshot,No known charges,Unknown,Vehicle,vehicle,,
22,Male,White,5/20/2013,Clifton,TX,Bosque,Gunshot,No known charges,Yes,Allegedly Armed,gun,,
56,Male,White,5/20/2013,Three Way,TX,Erath,Gunshot,No known charges,Yes,Allegedly Armed,knife,,
29,Male,Hispanic,5/19/2013,Eden,TX,Concho,Gunshot,No known charges,Yes,Allegedly Armed,gun,,
30,Male,Black,5/18/2013,Blytheville,AR,Mississippi,Gunshot,No known charges,No,Allegedly Armed,knife,,
46,Male,Black,5/18/2013,Inglewood,CA,Los Angeles,Gunshot,No known charges,No,Allegedly Armed,machete,,
50,Male,Black,5/18/2013,Los Angeles,CA,Los Angeles,Gunshot,No known charges,No,Allegedly Armed,gun,,
43,Male,White,5/18/2013,Evanston,WY,Uinta,Gunshot,No known charges,Unknown,Allegedly Armed,gun,,
35,Male,Asian,5/17/2013,Alhambra,CA,Los Angeles,Gunshot,No known charges,No,Allegedly Armed,knife,,
30,Male,Black,5/17/2013,Uniondale,NY,Nassau,Gunshot,No known charges,No,Allegedly Armed,gun,,
21,Female,Hispanic,5/17/2013,Uniondale,NY,Nassau,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,,
44,Male,Hispanic,5/17/2013,Montebello,CA,Los Angeles,Physical Restraint,No known charges,No,Allegedly Armed,probe,,
33,Female,White,5/17/2013,Raleigh,NC,Wake,Gunshot,No known charges,No,Allegedly Armed,knife,,
43,Male,White,5/17/2013,Madison,WI,Dane,Gunshot,No known charges,Yes,Allegedly Armed,sword,,
25,Male,Black,5/16/2013,Pacoima,CA,Los Angeles,Gunshot,No known charges,Unknown,Allegedly Armed,knife,,
34,Male,Black,5/16/2013,Fort Worth,TX,Tarrant,Taser,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,,
22,Male,Unknown race,5/16/2013,Tucson,AZ,Pima,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,toy weapon,,
64,Male,White,5/16/2013,Akron,OH,Summit,Gunshot,No known charges,No,Allegedly Armed,gun,,
21,Male,White,5/16/2013,Nine Mile Falls,WA,Spokane,Gunshot,No known charges,No,Vehicle,vehicle,,
21,Female,Black,5/15/2013,Clintonville,OH,Franklin,Gunshot,No known charges,No,Unclear,undetermined,,
44,Male,Black,5/15/2013,Springfield,MA,Hampden,Gunshot,No known charges,No,Allegedly Armed,gun,,
24,Male,Black,5/15/2013,Clintonville,OH,Franklin,Gunshot,No known charges,No,Unclear,undetermined,,
52,Male,Hispanic,5/15/2013,Hartford,CT,Hartford,Gunshot,No known charges,Unknown,Allegedly Armed,box cutter,,
37,Male,Hispanic,5/14/2013,Paramount,CA,Los Angeles,Gunshot,No known charges,Unknown,Unarmed/Did Not Have an Actual Weapon,no object,,
39,Male,White,5/14/2013,Denver,CO,Denver,Gunshot,No known charges,Yes,Allegedly Armed,gun,,
50,Male,White,5/14/2013,Brandon,FL,Hillsborough,Gunshot,No known charges,No,Unclear,undetermined,,
38,Male,White,5/13/2013,Buford,GA,Gwinnett,Gunshot,No known charges,Drug or alcohol use,Vehicle,vehicle,,
38,Male,Black,5/12/2013,Trenton,NJ,Mercer,Gunshot,No known charges,Yes,Unclear,undetermined,,
29,Male,Unknown race,5/12/2013,Oakville,MO,St. Louis,Gunshot,No known charges,No,Allegedly Armed,gun,,
28,Female,White,5/12/2013,Kelso,WA,Cowlitz,Taser,No known charges,Drug or alcohol use,Unclear,undetermined,,
34,Male,Hispanic,5/11/2013,Cudahy,CA,Los Angeles,Gunshot,No known charges,No,Unclear,undetermined,,
28,Male,White,5/11/2013,Stromsburg,NE,Polk,Gunshot,No known charges,No,Allegedly Armed,gun,,
22,Male,Black,5/10/2013,Minneapolis,MN,Hennepin,Gunshot,No known charges,No,Unclear,undetermined,,
49,Male,Hispanic,5/10/2013,Eureka,MO,St. Louis,Gunshot,No known charges,No,Allegedly Armed,gun,,
43,Male,Unknown race,5/10/2013,Plainfield,IN,Hendricks,Gunshot,No known charges,No,Allegedly Armed,gun,,
45,Male,Unknown race,5/10/2013,Richmond,IL,McHenry,Gunshot,No known charges,No,Vehicle,vehicle,,
38,Female,White,5/10/2013,Longview,TX,Gregg,Gunshot,No known charges,No,Allegedly Armed,gun,,
21,Male,White,5/10/2013,Antioch,CA,Contra Costa,Gunshot,No known charges,No,Vehicle,vehicle,,
38,Male,Black,5/9/2013,Deland,FL,Volusia,Vehicle,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,other,Foot
58,Male,Hispanic,5/9/2013,Lake City,FL,Columbia,Gunshot,No known charges,No,Allegedly Armed,gun,,
19,Male,Unknown race,5/9/2013,San Bernardino,CA,San Bernardino,Gunshot,No known charges,No,Allegedly Armed,gun,,
21,Male,Unknown race,5/9/2013,Philadelphia,PA,Philadelphia,Gunshot,No known charges,No,Allegedly Armed,gun,,
Unknown,Male,Unknown race,5/8/2013,Miami,FL,Miami-Dade,Gunshot,No known charges,No,Unclear,undetermined,,
29,Male,White,5/8/2013,Great Falls,MT,Cascade,Gunshot,No known charges,No,Allegedly Armed,gun,,
33,Male,White,5/8/2013,Bakersfield,CA,Kern,Beaten,No known charges,No,Unclear,undetermined,,
37,Female,Black,5/7/2013,Baltimore,MD,Baltimore City,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,,
30,Male,Hispanic,5/7/2013,Miami,FL,Miami-Dade,Gunshot,No known charges,No,Unclear,undetermined,,
23,Male,Hispanic,5/7/2013,Leesburg,FL,Lake,Gunshot,No known charges,No,Vehicle,vehicle,,
32,Male,Asian,5/6/2013,Suisun City,CA,Solano,Gunshot,No known charges,Yes,Unarmed/Did Not Have an Actual Weapon,toy weapon,,
16,Male,Black,5/5/2013,Chicago,IL,Cook,Gunshot,No known charges,Yes,Allegedly Armed,gun,,
17,Male,Black,5/5/2013,New York,NY,Kings,Beaten,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,,
21,Male,Black,5/4/2013,Orlando,FL,Orange,Gunshot,No known charges,No,Allegedly Armed,gun,,
29,Male,Hispanic,5/4/2013,Escondido,CA,San Diego,Gunshot,No known charges,Yes,Allegedly Armed,knife,,
Unknown,Male,Unknown race,5/4/2013,Miami,FL,Miami-Dade,Gunshot,No known charges,Unknown,Allegedly Armed,gun,,
30,Male,White,5/4/2013,Stringtown,OK,Atoka,Gunshot,No known charges,No,Vehicle,vehicle,,
27,Male,White,5/3/2013,Warren,OR,Columbia,Gunshot,No known charges,No,Allegedly Armed,gun,,
22,Male,Black,5/2/2013,Fort Wayne,IN,Allen,Gunshot,No known charges,Drug or alcohol use,Allegedly Armed,gun,,
38,Male,Black,5/2/2013,Oklahoma City,OK,Oklahoma,Physical Restraint,No known charges,Yes,Unarmed/Did Not Have an Actual Weapon,no object,,
40,Male,Hispanic,5/2/2013,Schenectady,NY,Schenectady,Gunshot,No known charges,Unknown,Allegedly Armed,knife,,
35,Male,White,5/2/2013,Pawtucket,RI,Providence,Gunshot,No known charges,No,Allegedly Armed,gun,,
26,Male,Black,5/1/2013,Detroit,MI,Wayne,Gunshot,"Charged, Acquitted",No,Unclear,undetermined,,
20,Male,Black,5/1/2013,Fayetteville,NC,Cumberland,Gunshot,No known charges,No,Allegedly Armed,gun,,
55,Male,Black,5/1/2013,Los Angeles,CA,Los Angeles,Gunshot,No known charges,Unknown,Allegedly Armed,undetermined,,
59,Male,Unknown race,5/1/2013,Paris,TX,Lamar,Gunshot,No known charges,Unknown,Vehicle,vehicle,,
54,Male,White,5/1/2013,San Leon,TX,Galveston,Gunshot,No known charges,Unknown,Unclear,scissors,,
35,Male,Hispanic,4/30/2013,Los Angeles,CA,Los Angeles,Gunshot,No known charges,No,Allegedly Armed,undetermined,,
19,Male,Unknown race,4/30/2013,Tularosa,NM,Otero,Gunshot,No known charges,Unknown,Allegedly Armed,gun,,
60,Male,Unknown race,4/30/2013,Coeburn,VA,Dickenson,Gunshot,No known charges,Unknown,Allegedly Armed,knife,,
28,Male,White,4/30/2013,Vernal,UT,Uintah,Taser,No known charges,Yes,Unarmed/Did Not Have an Actual Weapon,no object,,
41,Male,White,4/30/2013,Jacksonville,FL,Duval,Gunshot,No known charges,Yes,Unarmed/Did Not Have an Actual Weapon,toy weapon,,
59,Male,White,4/30/2013,Homerville,GA,Clinch,Gunshot,No known charges,Unknown,Unclear,undetermined,,
23,Male,Black,4/29/2013,Houston,TX,Harris,Gunshot,No known charges,No,Unclear,undetermined,,
34,Male,Hispanic,4/29/2013,Orlando,FL,Orange,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,toy weapon,,
33,Male,Unknown race,4/29/2013,Philadelphia,PA,Philadelphia,Gunshot,No known charges,Unknown,Allegedly Armed,knife,,
42,Male,Unknown race,4/29/2013,Vincennes,IN,Knox,Gunshot,No known charges,No,Allegedly Armed,gun,,
41,Male,Unknown race,4/29/2013,Jacksonville,FL,Duval,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,toy weapon,,
21,Male,Hispanic,4/28/2013,Long Beach,CA,Los Angeles,Gunshot,No known charges,Unknown,Allegedly Armed,gun,,
53,Female,White,4/28/2013,St. Petersburg,FL,Pinellas,Gunshot,No known charges,Yes,Allegedly Armed,gun,,
19,Male,Black,4/27/2013,Fort Wayne,IN,Allen,Gunshot,No known charges,No,Allegedly Armed,gun,,
25,Male,Black,4/27/2013,Frog,TX,Kaufman,Gunshot,No known charges,Unknown,Allegedly Armed,gun,,
31,Male,Black,4/27/2013,Georgetown,KY,Scott,Gunshot,No known charges,Unknown,Allegedly Armed,gun,,
33,Female,Unknown race,4/27/2013,San Diego,CA,San Diego,Gunshot,No known charges,Yes,Allegedly Armed,knife,,
28,Male,Unknown race,4/27/2013,Miramar,FL,Broward,Gunshot,No known charges,No,Allegedly Armed,gun,,
46,Male,White,4/27/2013,Milwaukee,WI,Milwaukee,Gunshot,No known charges,Unknown,Allegedly Armed,knife,,
47,Male,White,4/27/2013,Melbourne,AR,Izard,Gunshot,No known charges,No,Allegedly Armed,knife,,
18,Male,Black,4/26/2013,Atascocita,TX,Harris,Gunshot,No known charges,No,Allegedly Armed,gun,,
24,Male,Black,4/26/2013,Athens,CA,Los Angeles,Gunshot,No known charges,Unknown,Vehicle,vehicle ,,
18,Male,Black,4/25/2013,Little Rock,AR,Pulaski,Gunshot,No known charges,No,Allegedly Armed,gun,,
45,Male,Hispanic,4/25/2013,San Fernando,CA,Los Angeles,Gunshot,No known charges,Yes,Allegedly Armed,tree branch,,
36,Male,White,4/25/2013,Garden Grove,CA,Orange,Gunshot,No known charges,Unknown,Vehicle,vehicle,,
24,Male,Black,4/24/2013,Milwaukee,WI,Milwaukee,Gunshot,No known charges,Yes,Allegedly Armed,knife,,
25,Male,Black,4/24/2013,St. Louis,MO,St. Louis,Gunshot,No known charges,No,Allegedly Armed,gun,,
29,Male,Unknown race,4/24/2013,Fort Worth,TX,Tarrant,Gunshot,No known charges,No,Allegedly Armed,gun,,
28,Male,Black,4/23/2013,Memphis,TN,Shelby,Gunshot,No known charges,No,Vehicle,vehicle ,,
33,Male,Hispanic,4/23/2013,Tucson,AZ,Pima,Gunshot,No known charges,No,Allegedly Armed,gun,,
43,Male,White,4/23/2013,Manchester,IL,Scott,Gunshot,No known charges,Unknown,Allegedly Armed,gun,,
54,Male,White,4/23/2013,Austin,TX,Travis,Gunshot,No known charges,Yes,Allegedly Armed,gun,,
23,Male,Black,4/22/2013,Baltimore,MD,Baltimore City,Gunshot,No known charges,No,Allegedly Armed,gun,,
22,Male,Unknown race,4/22/2013,Calumet City,IL,Cook,Gunshot,No known charges,No,Allegedly Armed,gun,,
24,Male,Unknown race,4/22/2013,Norcross,GA,Gwinnett,Gunshot,No known charges,No,Allegedly Armed,tire iron,,
Unknown,Male,Unknown race,4/22/2013,Longwood,FL,Seminole,Gunshot,No known charges,Yes,Allegedly Armed,gun,,
19,Male,White,4/22/2013,Pleasantville,NJ,Atlantic,Gunshot,No known charges,Unknown,Allegedly Armed,knife,,
57,Male,White,4/22/2013,Merritt Island,FL,Brevard,Gunshot,No known charges,No,Allegedly Armed,gun,,
51,Male,Black,4/21/2013,Dallas,TX,Dallas,Vehicle,"Charged, Acquitted",No,Unarmed/Did Not Have an Actual Weapon,bike,other,
28,Male,Black,4/21/2013,Federal Way,WA,King,Gunshot,No known charges,No,Unclear,undetermined,,
22,Male,Black,4/20/2013,West Palm Beach,FL,Palm Beach,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,,
25,Male,Hispanic,4/20/2013,Visalia,CA,Tulare,Gunshot,No known charges,Unknown,Allegedly Armed,gun,,
31,Male,Hispanic,4/20/2013,Phoenix,AZ,Maricopa,Gunshot,No known charges,No,Allegedly Armed,gun,,
22,Male,White,4/20/2013,Phoenix,AZ,Maricopa,Gunshot,No known charges,Unknown,Allegedly Armed,table leg,,
25,Male,White,4/20/2013,Crystal Springs,MS,Copiah,Gunshot,No known charges,Unknown,Allegedly Armed,gun,,
33,Male,White,4/20/2013,Apache Junction,AZ,Maricopa,Gunshot,No known charges,No,Allegedly Armed,gun,,
42,Female,Hispanic,4/19/2013,Stafford,VA,Stafford,Gunshot,"Charged, Acquitted",No,Allegedly Armed,knife,,
51,Male,Unknown race,4/19/2013,Westfield Boro,PA,Tioga,Gunshot,No known charges,Unknown,Allegedly Armed,gun,,
51,Male,Unknown race,4/19/2013,Gaithersburg,MD,Montgomery,Taser,No known charges,No,Unclear,rock,,
62,Male,Unknown race,4/19/2013,Glendale,AZ,Maricopa,Gunshot,No known charges,No,Unclear,unknown object,,
66,Male,White,4/19/2013,Menasha,WI,Winnebago,Gunshot,No known charges,Yes,Allegedly Armed,gun,,
42,Male,Unknown race,4/18/2013,Baltimore,MD,Baltimore City,Gunshot,No known charges,Unknown,Allegedly Armed,gun,,
57,Male,Unknown race,4/18/2013,Warrensburg,MO,Johnson,Gunshot,No known charges,Drug or alcohol use,Allegedly Armed,gun,,
47,Female,White,4/18/2013,Coal City,WV,Raleigh,Gunshot,No known charges,Yes,Allegedly Armed,gun,,
26,Male,White,4/18/2013,Watertown,MA,Middlesex,Gunshot,No known charges,No,Allegedly Armed,gun,,
50,Male,White,4/18/2013,Holland,PA,Bucks,Gunshot,No known charges,No,Allegedly Armed,gun,,
22,Male,Black,4/17/2013,Genesee Township,MI,Genesee,Gunshot,No known charges,No,Allegedly Armed,gun,,
25,Male,Hispanic,4/17/2013,Three Rivers,TX,Live Oak,Gunshot,No known charges,No,Allegedly Armed,taser,,
60,Male,White,4/17/2013,San Francisco,CA,San Francisco,Gunshot,No known charges,Unknown,Allegedly Armed,hammer,,
1,Male,Black,4/15/2013,Brooklyn,NY,Kings,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,,
33,Male,Black,4/15/2013,Brooklyn,NY,Kings,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,,
29,Male,Hispanic,4/13/2013,Phoenix,AZ,Maricopa,Gunshot,No known charges,No,Allegedly Armed,gun,,
21,Male,White,4/13/2013,Bear Valley Springs,CA,Kern,Gunshot,No known charges,Unknown,Allegedly Armed,knife,,
45,Male,Unknown race,4/12/2013,Joplin,MO,Greene,Gunshot,No known charges,Unknown,Allegedly Armed,gun,,
52,Male,White,4/12/2013,Alpharetta,GA,Fulton,Gunshot,No known charges,Yes,Allegedly Armed,gun,,
59,Male,Unknown race,4/11/2013,Rapidan,VA,Culpeper,Gunshot,No known charges,No,Allegedly Armed,gun,,
67,Male,Unknown race,4/11/2013,Cottonwood,AZ,Yavapai,Gunshot,No known charges,Yes,Allegedly Armed,gun,,
25,Male,White,4/11/2013,Red Bluff,CA,Tehama,Gunshot,No known charges,Unknown,Allegedly Armed,knife,,
39,Male,White,4/10/2013,Celina,OH,Mercer,Gunshot,No known charges,Unknown,Allegedly Armed,gun,,
41,Male,White,4/10/2013,Christiansburg,VA,Montgomery,Gunshot,No known charges,Unknown,Allegedly Armed,gun,,
55,Male,White,4/10/2013,Suwanee,GA,Gwinnett,Gunshot,No known charges,Unknown,Allegedly Armed,gun,,
45,Male,White,4/10/2013,Raleigh,NC,Wake,Taser,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,,
47,Male,White,4/10/2013,Memphis,TN,Shelby,Gunshot,No known charges,Unknown,Unarmed/Did Not Have an Actual Weapon,no object,,
34,Male,Black,4/9/2013,Washington,DC,District of Columbia,Gunshot,No known charges,No,Allegedly Armed,gun,,
25,Male,Hispanic,4/9/2013,Lynwood,CA,Los Angeles,Gunshot,No known charges,Unknown,Unclear,undetermined,,
20,Female,White,4/9/2013,Oklahoma City,OK,Oklahoma,Gunshot,No known charges,No,Unclear,undetermined,,
23,Male,White,4/9/2013,Oklahoma City,OK,Oklahoma,Gunshot,No known charges,No,Unclear,undetermined,,
37,Male,Black,4/8/2013,Baton Rouge,LA,East Baton Rouge,Gunshot,No known charges,Yes,Allegedly Armed,knife,,
24,Male,Unknown race,4/8/2013,Westbrook,CT,Middlesex,Gunshot,No known charges,No,Allegedly Armed,gun,,
31,Female,White,4/8/2013,Richardson,TX,Dallas,Gunshot,No known charges,No,Vehicle,vehicle,,
16,Male,Black,4/7/2013,Phoenix,AZ,Maricopa,Gunshot,No known charges,No,Vehicle,vehicle ,,
28,Male,Unknown race,4/7/2013,Westfield,MA,Hampden,Gunshot,No known charges,No,Allegedly Armed,knife,,
43,Male,Unknown race,4/7/2013,Fontana,CA,San Bernardino,Gunshot,No known charges,Unknown,Allegedly Armed,knife,,
41,Male,White,4/6/2013,Crowley,LA,Acadia,Gunshot,No known charges,Unknown,Allegedly Armed,gun,,
27,Male,Unknown race,4/5/2013,Fairview,AK,Matanuska-Susitna,Gunshot,No known charges,Unknown,Allegedly Armed,gun,,
20,Male,Black,4/4/2013,Dayton,OH,Montgomery,Gunshot,No known charges,No,Unclear,undetermined,,
50,Female,Unknown race,4/4/2013,Champion,MI,Marquette,Gunshot,No known charges,Unknown,Allegedly Armed,gun,,
50,Male,Unknown race,4/4/2013,Los Angeles,CA,Los Angeles,Taser,No known charges,No,Unclear,undetermined,,
23,Male,Black,4/2/2013,Detroit,MI,Wayne,Gunshot,No known charges,No,Allegedly Armed,gun,,
24,Male,Black,4/2/2013,Indianapolis,IN,Marion,Gunshot,No known charges,No,Allegedly Armed,gun,,
41,Male,White,4/2/2013,Bryant,AR,Saline,Gunshot,No known charges,No,Allegedly Armed,gun,,
21,Male,Black,4/1/2013,Bridgeport,CT,Fairfield,Gunshot,No known charges,Unknown,Allegedly Armed,gun,,
49,Female,Unknown race,4/1/2013,Pembroke Pines,FL,Broward,Gunshot,No known charges,No,Allegedly Armed,gun,,
32,Male,Unknown race,4/1/2013,Hot Sulphur Springs,CO,Grand,Gunshot,No known charges,Unknown,Unarmed/Did Not Have an Actual Weapon,no object,,
60,Female,White,3/31/2013,Tarboro,NC,Edgecombe,Gunshot,No known charges,Yes,Unclear,undetermined,,
35,Male,White,3/31/2013,Raleigh,NC,Wake,Gunshot,No known charges,Yes,Unclear,undetermined,,
44,Male,White,3/31/2013,The Woodlands,TX,Montgomery,Gunshot,No known charges,No,Vehicle,vehicle,,
32,Male,Black,3/30/2013,Oakland,CA,Alameda,Gunshot,No known charges,No,Vehicle,vehicle ,,
24,Male,Hispanic,3/30/2013,Phoenix,AZ,Maricopa,Gunshot,No known charges,No,Allegedly Armed,gun,,
46,Male,Hispanic,3/30/2013,Delano,CA,Kern,Gunshot,No known charges,,Allegedly Armed,box cutter,,
21,Male,White,3/29/2013,Kansas City,MO,Jackson,Gunshot,No known charges,No,Allegedly Armed,gun,,
51,Male,White,3/29/2013,Walpole,NH,Cheshire,Gunshot,No known charges,No,Allegedly Armed,gun,,
49,Male,White,3/29/2013,Willard,UT,Box Elder,Gunshot,No known charges,Unknown,Unclear,undetermined,,
53,Male,Unknown race,3/28/2013,Rawlings,MD,Allegany,Gunshot,No known charges,Yes,Allegedly Armed,gun,,
49,Male,White,3/28/2013,Hoquiam,WA,Grays Harbor,Gunshot,No known charges,No,Allegedly Armed,gun,,
72,Male,Unknown race,3/27/2013,Scottsdale,AZ,Maricopa,Gunshot,No known charges,Unknown,Allegedly Armed,gun,,
42,Male,Unknown race,3/27/2013,Memphis,TN,Shelby,Gunshot,No known charges,No,Unclear,undetermined,,
59,Male,Unknown race,3/26/2013,Buckeye,AZ,Maricopa,Gunshot,No known charges,No,Allegedly Armed,gun,,
20,Male,White,3/26/2013,Coshocton,OH,Coshocton,Gunshot,No known charges,Unknown,Unclear,undetermined,,
25,Male,Hispanic,3/25/2013,Rocky Face,GA,Whitfield,Gunshot,No known charges,No,Allegedly Armed,knife,,
43,Male,Unknown race,3/25/2013,Pomona,CA,Los Angeles,Gunshot,No known charges,Unknown,Allegedly Armed,knife,,
35,Male,White,3/25/2013,Carlsbad,NM,Eddy,Gunshot,No known charges,Drug or alcohol use,Allegedly Armed,gun,,
